Comment,Website,Sentiment,company
"@JioCare I dont want any apologies. 
Will you be able to provide resolution or not? 
As you are not updating any timelines for resolution.
Till now no one reached out to me regarding the issue. And you are telling it will resolve the issue.",twitter,-1,Jio
"@thennarasu51902 Hi, we regret the delay caused to you. We want to inform you that the installation of your JioAirFiber connection is pending due to some unavoidable technical reasons.
We will get in touch with you once it is ready for installation - Pawan  https://t.co/3LgXqjD03v",twitter,-1,Jio
"@thennarasu51902 Hi, we do understand your concern. Please be informed, your JioAirFiber request has been kept on HOLD due to technical reason and our team is working on the same, you will receive an SMS on your registered mobile number with further status - Dipesh",twitter,-1,Jio
@JioCare मुझे ये बताओ की आपका सिम बिना रिचार्ज किए कितने दिन तक रख सकते हैं 90 दिन है न?,twitter,-1,Jio
@JioCare Khud hi register kro UCC sara details bhej rha hu. Ya number DM me hai call hi kar lo.  Fir v dekhna UCC invalid aa jayega. Problem resolve nhi krna hai bas mental harass krna hai,twitter,-1,Jio
@JioCare Ha to dekho is header me kese pura messages jayega.. Itna restrictions lga rkha hai... Even tmhare representative v complain lete hai UCC ka use v invalid bta diya jata hai. Sara details to bhej hi diya hai... Khud ek bar kar ke dekh lo... Problem resolve krna hai ya bas u hi. https://t.co/HVDs8q1IQk,twitter,-1,Jio
"@PushkarPratap69 Hi Pratap, we are here to assist you. Jio is contacting you to provide assistance regarding recharge on your Jio number as you could be facing some difficulty to recharge your Jio number - Sneha 

 https://t.co/3LgXqjD03v",twitter,1,Jio
"@reliancejio @mipaltan +91 88877 35580 this number is spamming me back to back for recharge and saying your number gonna turn off if you not recharging is there official number of @reliancejio
If they are not your number then please don't spam or block this number...",twitter,-1,Jio
@reliancejio @mipaltan Kb tak? https://t.co/DRRMv2kMBA,twitter,-1,Jio
"@reliancejio @mipaltan सर,बिहार के औरंगाबाद जिले के जम्होर में जियो का नेटवर्क कई दिन से डिस्टर्ब है, जिससे हम सभी रिटेलर्स काफी परेशान है,सर से निवेदन है कि इस समस्या का समाधान जल्द से जल्द किया जाए",twitter,-1,Jio
@reliancejio @mipaltan #BanJioFibre #JioFiberFail #PoorService,twitter,-1,Jio
@reliancejio @mipaltan I have been getting the same reply from past one month,twitter,-1,Jio
"@JioCare Scheduled for today 10 to 11 AM. Its 3 PM NOW. But, till now no one approached or no update. Wether issue will be resolved or not.",twitter,-1,Jio
@reliancejio @mipaltan Very very third class service please not installed this gatiya,twitter,-1,Jio
@JioCare Sara details v UCC me shi do fir v invalid bta deta hai. Sim mujhe change krna pda presan hokar. New sim me v esa hi ho rha. Other operator use kar rha usme to esa nhi hota. Had kar rkha hai...,twitter,-1,Jio
@JioCare Valid sms header kese de koi. Kitna restrictions lga rkha hai. Wese v DM me sara messages bhej diya hai. Old jio number pe jb restrictions nhi tha fir v invalid bta deta tha.. Even aapke representative v krte the tb v https://t.co/WT31W7jp95,twitter,-1,Jio
Good ,survey,1,Jio
Could be better,survey,-1,Jio
It was good ,survey,1,Jio
Not great,survey,-1,Jio
Good,survey,1,Jio
Worth it,survey,1,Jio
Nice,survey,1,Jio
💪👍,survey,-1,Jio
It’s good ,survey,1,Jio
Very good,survey,1,Jio
"Since it's updated version of 4g, 5g is comparatively good. There are few drawbacks too.",survey,1,Jio
Average,survey,1,Jio
Good ,survey,1,Jio
Going ok so far having having network issues on and off,survey,1,Jio
Good ,survey,1,Jio
Good ,survey,1,Jio
It’s decent.,survey,1,Jio
Good,survey,1,Jio
Good,survey,1,Jio
Fine,survey,1,Jio
Good,survey,1,Jio
Nice,survey,1,Jio
Good ,survey,1,Jio
Fine ,survey,1,Jio
It's low at some areas of college ,survey,-1,Jio
Overall Good But need improvement in rural area ,survey,1,Jio
Iam not getting 5g coverage everywhere,survey,-1,Jio
It is not covered to everywhere ,survey,-1,Jio
Very bad ,survey,-1,Jio
Very much,survey,1,Jio
It gets fluctuated on the basis of location Like college and hostel.,survey,-1,Jio
it is worst all the time,survey,-1,Jio
irritating bro,survey,-1,Jio
tooo bad ,survey,-1,Jio
no 5g bro it is big scam,survey,-1,Jio
ok ok ,survey,1,Jio
"I’m impressed with the quick downloads on 5G, but the connection can be unstable at times.",survey,-1,Jio
"5G is amazing for video streaming, but I wish the signal was stronger in my area.",survey,-1,Jio
Fairly good,survey,1,Jio
Could improve in some areas,survey,1,Jio
Decent experience,survey,1,Jio
Generally positive,survey,1,Jio
Not perfect,survey,-1,Jio
Adequate service,survey,1,Jio
Solid performance,survey,1,Jio
Limited availability,survey,-1,Jio
Speed is acceptable,survey,1,Jio
"Great in some places, but not as good as 4G",survey,-1,Jio
"Excellent most of the time, but occasional issues when traveling",survey,1,Jio
Good experience overall,survey,1,Jio
No 5G support on my device,survey,-1,Jio
Pretty solid overall.,survey,1,Jio
"Decent service, but room for improvement.",survey,-1,Jio
Worth the investment.,survey,1,Jio
Limited availability in some regions.,survey,-1,Jio
"Overall good, though occasional hiccups",survey,1,Jio
"Decent service, though it could be more consistent.",survey,1,Jio
Reliable enough,survey,1,Jio
"Overall, it’s been a positive experience.",survey,1,Jio
"Works well most of the time, but not perfect.",survey,-1,Jio
"Generally good, with occasional hiccups.",survey,1,Jio
"Satisfying for everyday use, but not exceptional.",survey,1,Jio
"Good quality, but sometimes slower than expected.",survey,1,Jio
"Mostly good, but can be unreliable in some areas.",survey,1,Jio
Could be better.,survey,-1,Jio
Works well most of the time.,survey,1,Jio
"Not bad, but slow at times.",survey,-1,Jio
Satisfying but has occasional issues.,survey,1,Jio
"Generally reliable, but has its moments.",survey,1,Jio
"Fast enough, but coverage varies.",survey,1,Jio
Works well in some areas.,survey,1,Jio
Service is acceptable but not great.,survey,-1,Jio
"Mostly good, but has outages.",survey,-1,Jio
"Decent service, though sometimes slow.",survey,1,Jio
"Satisfactory overall, with occasional issues.",survey,1,Jio
"Good, but not exceptional.",survey,1,Jio
"Pretty solid, but could use improvement.",survey,1,Jio
"Service is fine, but could be faster.",survey,-1,Jio
"Works well, but has coverage gaps.",survey,-1,Jio
"Good service, though sometimes slow.",survey,1,Jio
"Reliable enough, but with occasional issues.",survey,-1,Jio
"Works well, though not always fast.",survey,1,Jio
"Good quality, but coverage can be limited.",survey,1,Jio
"Works well, but with occasional hiccups.",survey,-1,Jio
"Generally solid, ",survey,1,Jio
"Good for the most part, with occasional problems.",survey,1,Jio
"Works well most of the time, but not always.",survey,1,Jio
"Decent quality, but can be inconsistent.",survey,1,Jio
"Reliable, but not always the fastest.",survey,1,Jio
"Generally good, but not always reliable.",survey,1,Jio
"Good service, but with occasional issues.",survey,1,Jio
"Works well, but has some slow moments.",survey,-1,Jio
"Service is solid, but not exceptional.",survey,1,Jio
"Reliable, though sometimes slow.",survey,1,Jio
"Good quality, but inconsistent at times.",survey,1,Jio
Works great!,survey,1,Jio
Solid performance.,survey,1,Jio
Consistently fast.,survey,1,Jio
Good coverage.,survey,1,Jio
Service is excellent.,survey,1,Jio
Fast and reliable.,survey,1,Jio
Very dependable.,survey,1,Jio
Always performs well.,survey,1,Jio
Great quality.,survey,1,Jio
Always up to par.,survey,1,Jio
Excellent speed.,survey,1,Jio
Very consistent.,survey,1,Jio
Great connectivity.,survey,1,Jio
High-quality service.,survey,1,Jio
Performs well everywhere.,survey,1,Jio
Excellent coverage.,survey,1,Jio
Smooth operation.,survey,1,Jio
High-speed connectivity.,survey,1,Jio
Service is impressive.,survey,1,Jio
Fast and efficient.,survey,1,Jio
Great experience.,survey,1,Jio
Reliable and fast.,survey,1,Jio
Top-quality service.,survey,1,Jio
High-quality and reliable.,survey,1,Jio
Always good speed.,survey,1,Jio
Great service experience.,survey,1,Jio
Very dependable service.,survey,1,Jio
Reliable everywhere.,survey,1,Jio
Frequently slow.,survey,-1,Jio
Often disconnects.,survey,-1,Jio
Speed is inconsistent.,survey,-1,Jio
Coverage is limited.,survey,-1,Jio
Performance is hit or miss.,survey,-1,Jio
Speed is below average.,survey,-1,Jio
Connection quality varies.,survey,1,Jio
Coverage is inadequate.,survey,-1,Jio
Service is often spotty.,survey,-1,Jio
Slow speeds are common.,survey,-1,Jio
Service quality is poor.,survey,-1,Jio
Often slow and unsteady.,survey,-1,Jio
Service rarely meets standards.,survey,-1,Jio
Frequently troublesome.,survey,-1,Jio
Service is unreliable.,survey,-1,Jio
Service has frequent hiccups.,survey,-1,Jio
Coverage is poor.,survey,-1,Jio
Performance is lacking.,survey,-1,Jio
Speed issues are common.,survey,-1,Jio
Service quality is disappointing.,survey,-1,Jio
Connection drops too often.,survey,-1,Jio
"The speeds are incredible, but I noticed occasional drops during video calls.""",survey,1,Jio
Very bad ,survey,-1,Jio
"Online gaming is so much smoother, but some areas still struggle with weak signals.",survey,-1,Jio
